emotion_label,processed_text,encoded_label
neutral,my brother: cheppina neeku teliyadhule elluu inkaaa,4
neutral,me: em chaduvuthunavraaa,4
angry,me seeing someone slapped my friend in college fight: evadu vaadu cheppu naaku,2
angry,me: urgent ga cheppu esedham,2
surprised,na girlfriend ni naku ipppistara ledante vidini esestha,3
surprised,"vidiki anavsaranga mandu posam, eppudu em chestado",3
surprised,andukuke vidiki mandu poyodhu anedhi,3
surprised,rey agura ippista vadini em cheyaku,3
surprised,aa seal ni kani pettindhe vadu,3
surprised,evadu ra vadu,3
happy,when friend going for pushpa -2 movie tickets,0
angry,"when lovers talking in class in lunch period, my reaction",2
angry,my sister to me: nenu dachukunna chocolate aeee thinesthaveraaa neeku undhiraaa,2
heroism,my friend: all indians are my brothers and sisters  ,5
heroism,me: mowa mari mee paapa sangathi entii,5
heroism,random girl be like: evadu veedu ila chusthunadu ,5
heroism,my frnd reactions in pub after drinking ,5
neutral,thikka mingina me: vachad ra pandi pirralodu,4
neutral,random lecturer: evadra adi allari chesedi,4
surprised,kottina thittina thaalibottu kattina nuvvu naaku nachinodu royi,3
surprised,old generation girls:,3
happy,me: overnight lo project motham chesesaaaa ,0
happy,my manager: wowww!!,0
happy,my friend flirting skills be like: nuvvu vennela la veligi pothu untav telusa,0
happy,then that girl be like: ,0
surprised,"kamesh gaaru, vellandarini arrest cheyyandi, ardham ayyindhaa",3
surprised,"okkati takkuva ayyindhi, okkati takkuva ayyindhi",3
surprised,"gf's to their boy friend's: kottina, thittina, thalibottu kattina",3
surprised,nuvvu naaku nacchinoduro..!,3
fearful,sister: ippudu nenu cheppindhi teeskopothe nee lover matter intlo cheppestha!,6
fearful,me choosing oppositely to my sister's choice: naaku veredhi kavali,6
wonder,mardhal: baavaa!!,7
wonder,me: identi chinnappdu chemidi mukku esukuni undedhi ippudu ila undhiii,7
heroism,uncle: abbaa chimpesavraa chinna dance,5
heroism,uncle2: neelo ee talent kooda edichindhaaa,5
heroism,me dancing as i like in a family function,5
heroism,"thambi, tamil haa,  nee peru enti?",5
heroism,"pushpa, pakka telugu!!",5
surprised,vallu kottiru kottinchukunnam,3
surprised,"rey cheppu evadu nee boss, ",3
surprised,hero: neney naa bossu siruu,3
sad,in childhood me to doctor: injection vodu doctor...bayam aithundi,9
sad,doctor: edi okasari cheyenchuko,9
wonder,my friend after seeing police: rey poniy ra mama pikutunnaru,7
sad,seeeee,9
happy,naa koduku first rank kottadu inka next collector maa vaade,0
confused,me seeing my friend copying in exam: pedha planning aeeee!,8
heroism,me: cinemalu choodatledenti,5
happy,"in chatting conversation, when boy friend made delay for replaying 2 minutes",0
happy,"gf: idhigo nannu avoid chesaav, break up",0
happy,"bf: avoid kadhamma, wash room ki velli vacchanu",0
heroism,me: mari aah jebulaa sweets enti!,5
heroism,me: eraa snacks nuvvena thinindhiii,5
heroism,my frnd: nenu kadhu mowaa,5
heroism,my frnd: abbaa! dorikesana ,5
angry,me: mowaa evadau vaadu naa music system meedha cheyi vesthunadu ,2
angry,my frnd: rey mowaa atuuu chudara ,2
wonder,my frnd: thane naa crush ,7
wonder,me: sry mowa edho flow lo anesaaa ,7
wonder,me: enti aunty la undhi,7
neutral,girls: exams 1 day batting ante enti raa?,4
neutral,"boys: semeseter antha aadukuni, exam mundhu important questions chadivi pass avvadam",4
heroism,childhood me in the school assembly: east or west,5
heroism,my school is the best,5
neutral,my sister after stayed in hostel for 2 years,4
neutral,"""evaru nenu, nenu evarini...""",4
neutral,me and my bro after watching wwe,4
wonder,me: ivalti nunchi padhathiga unta mummy!,7
wonder,mom: eraa enti ila maaripoyav nuvvena asalu aah bottu enti,7
wonder,mom: maaku nammakam ledhu doraaa!,7
neutral,second year lo okati,4
neutral, first year lo moodu,4
neutral,third year lo fiveuu,4
neutral,my dad with shocking face: anniii ndhuku unnayira bujjii,4
neutral,me explaining my dad:naaku ennii backlogs unnayo telsa,4
sad,me: mummy andharu nannu bandoda antunaru,9
sad,mom: mari pandhi la thinte adhe antaru!,9
heroism,dad: mundu pass avvuu nuvvu!!,5
heroism,duller me challenging my father:  eesari exams lo ela ayina first rank kodatha,5
disgust,me: naa valleee problem ayithe cheppandiraa nennu ellipothaaaa,1
disgust,my frnd: antha nee valleraaaa,1
disgust,frnd: urgent gaa poraaa nayana eeda nunchi,1
wonder,chaduvu kunte pass avutam,7
sad,"veedey mental anukunte, veedi nanna double mentalodu laa unnadu....!",9
angry,enti ila koduthunav,2
angry,repu adadham tooch idhi,2
angry,1 vs 1 room ki raa chusukundham,2
angry,osthunna undu,2
angry,single digit lo petti kodatha ninnu,2
angry,naaku ping sarigga raledhu cancel idhi,2
happy,me explaining my thailand trip to my brother,0
happy,entha chill ayyamo telsaraaa neeku nuvve miss ayyav,0
happy,vacche somavaram,0
happy,mawa nee shobanam date set chesaru   ra,0
happy,eppudu mawa ....,0
wonder,veedenti intha manchiga chuskuntunnadu,7
wonder,"thana car accident ayyindhi ani chepte, champestundhi kasta manchi ga undali deeni thoti",7
wonder,"my friend cricket, batting skills",7
angry,me: antha nee valleee,2
angry,me: night thagesi mee daddy anukuni maa daddy ki phn chesi naa gurinchi antha cheppesav,2
angry,friend: aaah expression entra,2
neutral,teamlead from nowhere asking for work status,4
neutral,me doing my work peacefully,4
neutral,my reaction:,4
heroism,"manam cheyyali kada demandu, tonne ki koti entanna, 2 kotlu, 3 kotlu kooda isthaaru",5
heroism,"endanna, vallu ratu cheppedhi. ekkada leni costly saruku mana kaada nunchi vasthundhi",5
happy,vidi bike tire puncture chesedham,0
happy,eroju night ki plan settu,0
surprised,me when i think about my life!!,3
happy,me calling eveyone with my new phone number,0
neutral,"me after walking 3 km for bus-stop, then my reaction",4
neutral,"me: hammaya, tirupathi lo venkateswara swamy ni choosi nappudu kooda intha aanadham raaledhu raa",4
happy,friend: rey aa pilla avaro nene chusthundi ra,0
happy,me: manalni evaru ra chusedi,0
happy,that random girl who has crush on me: vamoo chusesadu,0
happy,me and my bro talking abt life,0
neutral,me dancing: cinema chupistha mowaa neeku cinema chupistha mowaaaa,4
neutral,me: ee matram hint isthe chalu chelaregipothaaa,4
neutral,police: eraaa kothi laaga dance veyy ninnu vadhilestha,4
wonder,nannu kuda ilane uthiki aresedhi,7
wonder,"me looking at my friends situation after marrying my crush:
",7
wonder,dinni chesukoka povadame manchidhi ayyindhi ledante,7
neutral,coach: enti velli appudey odipoyaav,4
neutral,"my friend: odipovali, odipothey ney nenu aadathaanu",4
surprised,orini yamma,3
surprised,pedda ayyaka em avuthav nuvvu ,3
surprised,itu rara chinna,3
heroism,when someone gives suggestions to me,5
heroism,me: usshh ee sodhi antha cheppakandi naaku please ,5
neutral,teetotaler friend: rey entra edi yentha thaginav ra,4
neutral,me: neeku chukallu chipinchentha...,4
angry,mom: kurchondi nenu matladtha kada malli meeku bp rise avthadi,2
angry,dad: entra me amma ki complaint esthe bayapadtha anukunava,2
angry,me: chudu amma thine time lo nanna ala antunaro,2
neutral,when i raise my voice a little bit with my girl,4
neutral,her reaction:,4
surprised,"idhi pattukunnav,!!",3
surprised,"endi siruu, saruku pattukuntaav anukunna",3
surprised,"bss: okati takkuva ayyindhi, okkari takkuva ayyindhi",3
surprised,kesava: em takkuva ayyindhi siruu,3
sad,me explaining my kastalu with mom to pass in exams,9
disgust,ika villa tho manaki pan ledayya ,1
disgust,andarini pikeyyandi,1
neutral,when you are time passing in office,4
neutral,manager: velli pani chesko ra bewarse,4
confused,blush ayithunna me ,8
confused,me with siggu: cheppu vanajakshiii,8
confused,my school crush with me: hii naveen neeku okati cheppali,8
confused,she: nee hair style bale untadhi,8
happy,when project completed successfully on-time...,0
happy,me with people i don't know: em babai bavunnarra andharu,0
happy,me at entrance of kalyana mandapam in my brother's marriage,0
confused,me: idhi em chusav inka mundhu mundhu chusthav,8
confused,dad seeing me after cmng from us: entra ila vinthaga thayyarayyav,8
angry,nakem vaddu ,2
angry,water taguthava,2
angry,padukunnadhi chalu legandi,2
angry,lechi work cheyandiii,2
angry,me: legandi legandi,2
angry,manager me when i see someone sleeping in offcie,2
happy,santa claus with gifts on christmas for children,0
angry,me when my mom scolds me while eating ,2
angry,"sukumar to bhaai: bunny bhayya, pushpa -2 shoot delay avuthundhi, movie ni post pone cheddhama",2
angry,bhaai: nuvvu movie teesthunnava or pedha kala kandham teesthunnava raa,2
surprised,my firend after drinking two full bottles in the morning and in morning acting like pathi ittu: health care teeesukoval ra ,3
neutral,after keeping item song that my friend likes: vadiki istamaina item song ide ,4
happy,my girlfriend: idhigoo teesko,0
happy,me: idhigoo nuvvu teesko,0
happy,me: only byee aeena,0
happy,my girlfriend with me when no one is there around us: byee cutieeee,0
neutral,me: ekkada?,4
neutral,my lead: nenu ochinappudu meeru kindha ekkado unnaru,4
neutral,lead: mee comedy ga undheraa,4
neutral,lead: nenu ochaka ekkadiko vellipoyaru,4
neutral,me: ekkadiki vellipoyam?,4
neutral,my frnd: mari lekapothe meeru mee overactionuu,4
surprised,me,3
surprised,"when anyone asks, who is vegetarian, ",3
neutral,me after coming back to home after playing cricket for whole day,4
heroism,junior: evadra nuv ,5
heroism,senior me: mi principle ni adugu cheptadu,5
angry,wife:emandi majjiga ela undhi,2
angry,me: salt badhulu surf esava enti edho vintha taste ochindhi,2
confused,me: vellu nijmaga antunara lekapothe naatho adukuntunaraaa!!,8
confused,mt frnds: neekentra mowa hero la untav,8
wonder,realised me: ivela avvadhule idhi neat ga sleep edham,7
wonder,me came to shopping with my mom: mummy 3hrs ayindhi manam ochi,7
neutral,my friend infront of his crush in library: veedi kalle kanipinchav kani over action minguthunadu,4
wonder,aslau nenu ikkada etlunna,7
wonder,asal em aithundhi ra eeda ,7
heroism,vaade naa frnd gundela meedha thannadu ,5
heroism,me about my frnd who booked me: ,5
angry,ravi: nenu silent ga undanu em chesukuntavo chesko,2
angry,me: sare nee istam nee name already principle deggariki vellindhi,2
angry,me as class leader: rey ravi stay silent,2
angry,ravi: enti bro antha maata annav,2
heroism,me: nee daridram eppudu vadhilidhoo ani chusthunna ,5
heroism,girl friend: hii em chesthunav,5
surprised,"kani vichitram enti ante, amene case pettindhi",3
surprised,oka amma maata nizam chesa,3
surprised,"tinakapothe boochodu vastadu ani cheppindhi, kani vadu tinledu",3
surprised,"anduke kastapadi, pilladini kidnap chesa",3
surprised,nuv em chesav,3
angry,me with that annoying kid: valla amma lenappdu,2
heroism,me: rey agara swathimuthyamn ,5
heroism,me: evadiki cheppukuntavo chepko idhi naa schluuu,5
heroism,my cls topper: enti ila misbehave chesthunav i will complaint to sir,5
neutral,ippude osthunna undu,4
neutral,my friend: nenu ranu interest ledhu naaku,4
neutral,sare padha game adukundham,4
neutral,me asking my friend: padha chaduvukundham,4
heroism,me dreaming about me and my crush ,5
heroism,when my crush explaning someone something,5
heroism,me: abba entha cute ga unnavooo!,5
disgust,po ra pedda bulliga,1
disgust,pora bulliga,1
confused,me next day after doing tricep exercise in gym,8
angry,miru entra paisal katti mari ee collge lo join ayyiru ,2
angry,talkay undha miku asalu,2
angry,"my friend giving speech to management quota:
nenu ante em dikku leka ee clg lo join ayya ",2
neutral,hello! evaru?,4
neutral,lobby lo waiting game ki ra!,4
neutral,manaki adhe kavali ochesthunna undu,4
confused,me confusing my teammate by giving wrong calls in bgmi,8
happy,me preparing myself for the speech in the clg be like,0
disgust,"era balisindha, inkosari anu chuddam",1
disgust,nuv nijangane mental ve kadara,1
disgust,nannu andaru mental mental antunnaru,1
surprised,puri's mark villan introduction scene,3
neutral,girls after finding the perfect guy to marry,4
sad,vidki anthe kavali le ,9
sad,me after marriage: chi dinni anavsaranga pelli cheskunna,9
angry,vadu mana friend ee kada ra ,2
angry,rey vadini enduku vadilesav ra ,2
surprised,dad: eraa enti gap ichavvvv!,3
surprised,me: ivale ochindhiii!,3
heroism,me going home proudly to say my father that i have passed all exam in the 6th year ,5
wonder,veedika nenu recommendation ichindhi,7
wonder,nuv em pani chestuntav,7
wonder,memes rasthu untanu uncle,7
wonder,discussion between friends after drinking 2 fulls,7
heroism,me: madam meeku em ochu ,5
heroism,her: thinatam ochuu padukovatam ochu ,5
heroism,shock ayina me ,5
neutral,"me: mari meeru maatram, maa bank kaali chesi breakup cheppesthaaraa",4
neutral,"me giving the expenses list to my girl friend that i spent on her, after break up",4
neutral,she: ammayila meedha pettina karchu evarina return aduguthaara,4
neutral,me: orey aapu ra babu ne english vinaleka chasthuna,4
neutral,"friend gadu ammailu mundu show minga daniki english lo matladthunadu
",4
angry,"me asking my topper friend to show the answers in the exam 
""rey choopinchara""",2
angry,"my friend: rey evadraa nuvvu, nannu exam lo disturb chesthunnav",2
disgust,my frnd getting angryyyy,1
disgust,me: aaah muthi entra ummm aniiii,1
neutral,his reaction be like:,4
neutral,me: pilla bagundi neeku padthadi antava,4
neutral,my friend showing the pic of his crush: rey me vadhina ra,4
surprised,me after listening her song!,3
surprised,my sister: nenu songs baa paadatha ,3
surprised,me taking photos while watching the nature,3
neutral,nallaga untav kani,4
neutral,ne face lo kala untadhiraaa,4
neutral,me with my friend who looks black: rey,4
neutral,me after taking ece,4
neutral,le uncle: babu ece tesuko ittu software side povachu hardware side povachu,4
neutral,me: alage uncle,4
sad,me to my daridram: ndhukee nenatee neeku intha istam,9
heroism,my girlfriend: hero la unnav raa ivelaa,5
heroism,me: nuvvuu adigina gift konisthale ndhuku ippudu ivannii!!,5
neutral,circus boy me: ivanni chala maamul vishayalu manaki ,4
angry,me sending msgs to my friend after fighting with him,2
angry,my frnd: ninna emo savakotti ippudemo msg lu chesthunadu eedu ,2
surprised,mana gurinchi cheptunnadu ra vinandi jagrathaga ,3
surprised,veedentra ila marchadu script,3
surprised,mana room pedda gurinchi matladu kundam ,3
surprised,"anni tane chesanu antadu, kaani okka pani chetha kadu eediki",3
wonder,"hero: evarthi raa adhi, anna antundhi. malli muddhu ivvala antundhi",7
wonder,"oy anna!, nenu vacchi muddhu pettenaa neeku",7
heroism,"inti peru ante, branduu. ante telusu gaa, evadu puttinchaado ani",5
heroism,"nee inti peru enti raa, nee brand ante enti?",5
neutral,how i see my friend after knowing his girl has boy bestie,4
sad,my friend after break up,9
neutral,arey manam appudu anukuntunde kada ra trip ki vellali enjoy cheyali ani em ainedi ra adhi,4
neutral,padha podham....goa podham padha,4
surprised,nijanga nakem teliyadu andi ,3
surprised,amma thodu ,3
neutral,my friend: ekkuva ayindhi enka apey room ki veldam,4
neutral,em ledhu nuv continue chey,4
neutral,me be like: enti,4
surprised,me giving hype to my frnd infront of his crush,3
surprised,enti veedu intha chepthunadu mana gurinchiiii,3
fearful,me thinking about my future after joining in bangalore college ,6
angry,chusava mummy hero laa ela smart unnanoo,2
angry,me with my mom after trimming my beard and moustache: ,2
neutral,me giving suggestions to dad in family matters,4
neutral,mom: enduku urke thitinchukuntav,4
neutral,dad: muskoni kurcho ra kuyya,4
neutral,"in childhood: when i walk 1 km.
then me to my mother",4
neutral,"me: amma nannu yetthukovey, naa kaallu noppi vasthunnayi",4
