text,emotion_label
"Manam cheyyali kada Demandu, Tonne ki koti entanna, 2 kotlu, 3 kotlu kooda isthaaru",heroism
"Endanna, vallu ratu cheppedhi. Ekkada leni costly saruku mana kaada nunchi vasthundhi",heroism
vidi bike tire puncture chesedham,happy
eroju night ki plan settu,happy
Me when I think about my life!!,surprised
me calling eveyone with my new phone number,happy
"Me after walking 3 km for Bus-stop, Then My reaction",neutral
"Me: Hammaya, Tirupathi lo venkateswara swamy ni choosi nappudu kooda intha aanadham raaledhu raa",neutral
friend: rey aa pilla avaro nene chusthundi ra,happy
me: manalni evaru ra chusedi,happy
that random girl who has crush on me: vamoo chusesadu,happy
me and my bro talking abt life,happy
Me dancing: Cinema chupistha mowaa neeku cinema chupistha mowaaaa,neutral
Me: Ee matram hint isthe chalu chelaregipothaaa,neutral
Police: Eraaa kothi laaga dance veyy ninnu vadhilestha,neutral
nannu kuda ilane uthiki aresedhi,wonder
"me looking at my friends situation after marrying my crush:
",wonder
dinni chesukoka povadame manchidhi ayyindhi ledante,wonder
Coach: Enti Velli Appudey Odipoyaav,neutral
"My Friend: Odipovali, Odipothey ney Nenu aadathaanu",neutral
orini yamma,surprised
pedda ayyaka em avuthav nuvvu ,surprised
itu rara chinna,surprised
When someone gives suggestions to me,heroism
Me: Usshh ee sodhi antha cheppakandi naaku please ,heroism
teetotaler friend: rey entra edi yentha thaginav ra,neutral
me: neeku chukallu chipinchentha...,neutral
mom: kurchondi nenu matladtha kada malli meeku BP rise avthadi,angry
dad: entra me amma ki complaint esthe bayapadtha anukunava,angry
me: chudu amma thine time lo nanna ala antunaro,angry
when i raise my voice a little bit with my girl,neutral
her reaction:,neutral
"Idhi pattukunnav,!!",surprised
"Endi Siruu, Saruku pattukuntaav anukunna",surprised
"BSS: Okati takkuva ayyindhi, okkari takkuva ayyindhi",surprised
kesava: em takkuva ayyindhi siruu,surprised
Me explaining my kastalu with mom to pass in exams,sad
ika villa tho manaki pan ledayya ,disgust
andarini pikeyyandi,disgust
when you are time passing in office,neutral
manager: velli pani chesko ra bewarse,neutral
Blush ayithunna me ,confused
Me with siggu: Cheppu vanajakshiii,confused
My school crush with me: Hii naveen neeku okati cheppali,confused
She: Nee hair style bale untadhi,confused
When project completed successfully On-time...,happy
Me with people I don't know: Em babai Bavunnarra andharu,happy
Me at entrance of Kalyana mandapam in my brother's marriage,happy
Me: Idhi em chusav inka mundhu mundhu chusthav,confused
Dad seeing me after cmng from us: Entra ila vinthaga thayyarayyav,confused
nakem vaddu ,angry
water taguthava,angry
Padukunnadhi chalu legandi,angry
Lechi work cheyandiii,angry
Me: Legandi legandi,angry
Manager Me when I see someone sleeping in offcie,angry
Santa Claus with gifts on Christmas for Children,happy
Me when my mom scolds me while eating ,angry
"Sukumar to bhAAi: Bunny bhayya, Pushpa -2 shoot delay avuthundhi, Movie ni Post pone cheddhama",angry
bhAAi: Nuvvu Movie teesthunnava or Pedha kala kandham teesthunnava raa,angry
my firend after drinking two full bottles in the morning and in morning acting like pathi ittu: Health care teeesukoval ra ,surprised
after keeping item song that my friend likes: vadiki istamaina item song ide ,neutral
My girlfriend: Idhigoo teesko,happy
Me: Idhigoo nuvvu teesko,happy
Me: Only byee aeena,happy
My girlfriend with me when no one is there around us: Byee cutieeee,happy
Me: ekkada?,neutral
My lead: Nenu ochinappudu meeru kindha ekkado unnaru,neutral
Lead: Mee comedy ga undheraa,neutral
lead: nenu ochaka ekkadiko vellipoyaru,neutral
Me: Ekkadiki vellipoyam?,neutral
My frnd: Mari lekapothe meeru mee overactionuu,neutral
Me,surprised
"When anyone asks, who is Vegetarian, ",surprised
me after coming back to home after playing cricket for whole day,neutral
junior: evadra nuv ,heroism
Senior me: Mi principle ni adugu cheptadu,heroism
Wife:Emandi majjiga ela undhi,angry
Me: Salt badhulu surf esava enti edho vintha taste ochindhi,angry
Me: Vellu nijmaga antunara lekapothe naatho adukuntunaraaa!!,confused
Mt frnds: Neekentra mowa hero la untav,confused
Realised me: Ivela avvadhule idhi neat ga sleep edham,wonder
Me came to shopping with my mom: Mummy 3hrs ayindhi manam ochi,wonder
my friend infront of his crush in library: veedi kalle kanipinchav kani over action minguthunadu,neutral
aslau nenu ikkada etlunna,wonder
asal em aithundhi ra eeda ,wonder
Vaade naa frnd gundela meedha thannadu ,heroism
Me about my frnd who booked me: ,heroism
Ravi: Nenu silent ga undanu em chesukuntavo chesko,angry
Me: Sare nee istam nee name already principle deggariki vellindhi,angry
Me as class leader: Rey ravi stay silent,angry
Ravi: Enti bro antha maata annav,angry
Me: Nee daridram eppudu vadhilidhoo ani chusthunna ,heroism
Girl friend: Hii em chesthunav,heroism
"kani vichitram enti ante, amene case pettindhi",surprised
oka amma maata nizam chesa,surprised
"tinakapothe boochodu vastadu ani cheppindhi, kani vadu tinledu",surprised
"anduke kastapadi, pilladini kidnap chesa",surprised
nuv em chesav,surprised
me with that annoying kid: valla amma lenappdu,angry
Me: Rey agara swathimuthyamn ,heroism
Me: Evadiki cheppukuntavo chepko idhi naa schluuu,heroism
My cls topper: Enti ila misbehave chesthunav I will Complaint to sir,heroism
Ippude osthunna undu,neutral
My friend: Nenu ranu interest ledhu naaku,neutral
Sare padha game adukundham,neutral
Me asking my friend: Padha chaduvukundham,neutral
Me dreaming about me and my crush ,heroism
When my crush explaning someone something,heroism
Me: Abba entha cute ga unnavooo!,heroism
po ra pedda bulliga,disgust
pora bulliga,disgust
Me next day after doing tricep exercise in gym,confused
miru entra paisal katti mari ee collge lo join ayyiru ,angry
talkay undha miku asalu,angry
"my friend giving speech to management quota:
nenu ante em dikku leka ee clg lo join ayya ",angry
Hello! Evaru?,neutral
Lobby lo waiting game ki ra!,neutral
Manaki adhe kavali ochesthunna undu,neutral
Me confusing my teammate by giving wrong calls in bgmi,confused
Me preparing myself for the speech in the clg be like,happy
"era balisindha, inkosari anu chuddam",disgust
nuv nijangane mental ve kadara,disgust
nannu andaru mental mental antunnaru,disgust
Puri's Mark villan Introduction scene,surprised
girls after finding the perfect guy to marry,neutral
vidki anthe kavali le ,sad
me after marriage: chi dinni anavsaranga pelli cheskunna,sad
vadu mana friend ee kada ra ,angry
rey vadini enduku vadilesav ra ,angry
Dad: Eraa enti gap ichavvvv!,surprised
Me: Ivale ochindhiii!,surprised
me going home proudly to say my father that i have passed all exam in the 6th year ,heroism
veedika nenu recommendation ichindhi,wonder
nuv em pani chestuntav,wonder
memes rasthu untanu uncle,wonder
Discussion Between Friends after drinking 2 fulls,wonder
Me: madam meeku em ochu ,heroism
Her: Thinatam ochuu padukovatam ochu ,heroism
Shock ayina me ,heroism
"Me: Mari meeru maatram, maa bank kaali chesi Breakup cheppesthaaraa",neutral
"Me giving the expenses list to my Girl friend that I spent on Her, After Break up",neutral
She: Ammayila Meedha pettina karchu evarina Return Aduguthaara,neutral
me: orey aapu ra babu ne english vinaleka chasthuna,neutral
"friend gadu ammailu mundu show minga daniki english lo matladthunadu
",neutral
"Me asking my topper friend to show the answers in the Exam 
""Rey choopinchara""",angry
"My friend: Rey evadraa nuvvu, nannu exam lo disturb chesthunnav",angry
My frnd getting angryyyy,disgust
Me: Aaah muthi entra ummm aniiii,disgust
his reaction be like:,neutral
me: pilla bagundi neeku padthadi antava,neutral
my friend showing the pic of his crush: rey me vadhina ra,neutral
Me after listening her song!,surprised
My sister: Nenu songs baa paadatha ,surprised
Me taking Photos while watching the Nature,surprised
Nallaga untav kani,neutral
Ne face lo kala untadhiraaa,neutral
Me with my friend who looks black: Rey,neutral
me after taking ECE,neutral
le uncle: babu ECE tesuko ittu software side povachu hardware side povachu,neutral
me: Alage uncle,neutral
Me to my daridram: Ndhukee nenatee neeku intha istam,sad
My girlfriend: Hero la unnav raa ivelaa,heroism
Me: Nuvvuu adigina gift konisthale ndhuku ippudu ivannii!!,heroism
Circus boy me: Ivanni chala maamul vishayalu manaki ,neutral
Me sending msgs to my friend after fighting with him,angry
My frnd: Ninna emo savakotti ippudemo msg lu chesthunadu eedu ,angry
mana gurinchi cheptunnadu ra vinandi jagrathaga ,surprised
veedentra ila marchadu script,surprised
mana room pedda gurinchi matladu kundam ,surprised
"anni tane chesanu antadu, kaani okka pani chetha kadu eediki",surprised
"Hero: Evarthi raa adhi, Anna antundhi. Malli muddhu ivvala antundhi",wonder
"Oy Anna!, nenu vacchi muddhu pettenaa neeku",wonder
"Inti peru ante, Branduu. Ante telusu gaa, evadu puttinchaado ani",heroism
"Nee inti peru enti raa, nee brand ante enti?",heroism
how i see my friend after knowing his girl has boy bestie,neutral
my friend after break up,sad
arey manam appudu anukuntunde kada ra trip ki vellali enjoy cheyali ani em ainedi ra adhi,neutral
padha podham....goa podham padha,neutral
nijanga nakem teliyadu andi ,surprised
amma thodu ,surprised
my friend: ekkuva ayindhi enka apey room ki veldam,neutral
em ledhu nuv continue chey,neutral
me be like: enti,neutral
Me giving hype to my frnd infront of his crush,surprised
Enti veedu intha chepthunadu mana gurinchiiii,surprised
Me thinking about my future after joining in bangalore college ,fearful
chusava mummy hero laa ela smart unnanoo,angry
me with my mom after trimming my beard and moustache: ,angry
me giving suggestions to dad in family matters,neutral
Mom: enduku urke thitinchukuntav,neutral
Dad: muskoni kurcho ra kuyya,neutral
"In childhood: When I walk 1 km.
Then Me to my Mother",neutral
"Me: Amma Nannu yetthukovey, naa kaallu noppi vasthunnayi",neutral
arey okkasari gate close chey ra please ra ,angry
me stealing food from my sister plate be like: ,surprised
My friend: Entra ala antav ,neutral
Me: Ivvani nammav ante shed ki ellipothav,neutral
Me: Unnadhi mooseyakapothe chalu,neutral
My manager: Ekkadiki,neutral
My new team lead: Mimmalni ekkadiko teeskeltha,neutral
arey cheppindhi vinu ra ,happy
pora pumka,happy
veedu vinadu,happy
Discussion between me and my friend after watching horror series ,fearful
adi em ledu uncle,angry
rey empani ra nuv chesedhi,angry
me thinking all the marriage scenarios with her,happy
when a girl talks to me nicely,happy
me: amo anukuna kani chala kastalu unnai mama neeku,wonder
me: enni twistlu unnai entra babu...ala barinchav ra,wonder
friend gadu vadi back story undi ani chepinadu,wonder
me: baboiiii aapu ra babu neeku dhandam pedtha,wonder
Me using my friend to impress my crush,confused
rey entra ni badha ,confused
eedu kuda dialogs estundu ,confused
"nuv poniy ra mundhu, flirt chesindhi chalu gani ",confused
"nenu lekapothe asalu miru gelusthara?
",heroism
"my friend after winning a game be like:
",heroism
Nenu pro raa mowaaaa,heroism
Youtube channel pedatha mowaaaa,heroism
My frnd after doing clutch ,heroism
inkosari vadi jolki vaste current pole kadu ,surprised
current pole digidhi,surprised
Nuvvena inni rojulu maa names teachers ki ichi mamalni kottinchindhi,neutral
My friend with teachers: Mam idhigondi class lo allari chesevalla list,neutral
Me who watched him accidentally: Oreyyy!,neutral
my over acting friend front of girls: rey itu ra ra ,sad
eedendhi intha over action chestundu,sad
dad: Naa kidney ammeyara inkaaa nuvu,sad
Me not able to complete my btech after 6 years: Inkokasari try chestha daddy,sad
My crush: I love u but i am not in love with you,confused
My friend's dream on Valentines Day with his Lover,happy
my friends attitude when he knows the topic: Evadra manalni aapedhi,heroism
ye  pass avvaka povadanika,surprised
vidu teda gadila unnade ,confused
My grandma expressions while watching serials be like ,confused
Me: Chi ndhuku mummy illaa antav,wonder
Me with mom: Mummy anni supplies clear chesesaa!,wonder
"CR: Madam, Ivala naaku fever nenu raanu",neutral
When Teacher calls CR to do work on Holiday,neutral
donga na kodaka,angry
ninnela bagupadanista ra ,angry
naa work tho nenu sasthunte idhi okatiii,angry
Me seeing my manager who gave his tickets to me ,angry
me after failing supply for the 4th time: Naa valla avvadhu daddy idanthaaaaaa asaluuuu!,disgust
My female frnd: Edavaku em kadhulee,sad
Me: Manaki alavatele kani ndhuko badhaga undhi,sad
Attitude me: Matladatha em chesthav?,angry
Me: Unta em chesthavo cheskoraaa,angry
Senior: Era enti ekkuva matladuthunav cheppindhi cheyakunda,angry
Senior: Aguu ikkada undu neeku undhiraaa,angry
when you are home alone,neutral
ika ee rajyam manade,neutral
intlo vaallu vachentha varaku ,neutral
ila abbayilu thupalloki ramante kasta randi,wonder
"idi mottam cinemala prabhavame kani, anthaku minchi em undadhu",wonder
mem em cheyam,wonder
"His Sister: Eppati nunchi, eppati varako, ee girl friend",wonder
"Hero: Akka, thina naa kotha girl friend",wonder
Me and my frnd fighting for that one girl be like,angry
Me: Aah matram cheyaliggaaaa,heroism
When girl is standing beside me: U can go,heroism
My frnd: Bane extralu cheestunavgaaa!,heroism
chalu chalu ee matram chalu ,heroism
Me after seeing couples in our cls during lunch break ,confused
"Students: Sir, Ee okka roju mammalni PE ki vellanivvandi Please",disgust
"Maths Sir: Eppudu Games eyna, Next week vellandi",disgust
vacche tappudu oo 2 bottles teesukoni ra ,angry
"on new year night:
arey mandhu aypoyindhi ra ",angry
evvariki sari poledhu,angry
Me roaming with offer letter Infront of office ,heroism
le my friend,wonder
everytime someone asks: evdra me gang lo pedda erri flower,wonder
when you joined in company with recommendation,neutral
manager after seeing your coding skills,neutral
Me: Oorukora mowaa ooruko,sad
My frnd explaining his room kastalu to warden ,sad
Me: Idhigi naa deggaka undhi teesko ,heroism
Pakka cls ammayi: Mam duster undhaaaa,heroism
Me: Nenem cheyaledhu daddy,sad
Me: Ndhuku daddy eppudu nanne thidatharu! nenu ellipothaaa  ,sad
Me after listening my friend's love stories ,surprised
"Then HOD, Enters",heroism
"When we are Enjoying in class,",heroism
Avvaaa: Babu naa asthi antha nedheraaa,sad
Me: Naa life set avvaaa inkaaa,sad
me in sisters' marriage: Panuluu cheyalekaa sachipothunnnaa!,heroism
mee cutting vegetables for the first time:,neutral
Finger: Mamul vishayam anii neat ga nannu cut chesavga ,neutral
While cutting: Ivannii chala mamul vishayam naku,neutral
"bokkale, ee chinna chinnavi nenu kuda chesta",wonder
aithe itu ra ni okka ungaranni mudu chestha,wonder
eppudu ee kaya ni rendu ga marustha,wonder
dani batterylu teseste alane undidhi,surprised
amma ni yamma ,surprised
aa gadiyaram lo time ante undenti,surprised
pilla naayallara,fearful
bathayi pindi nattu pindesta,fearful
miru antha chinna pillalu ra ,fearful
"Annaya, Ikkada naa range maamoladhi kaadhu, Pedha Bedu. Kaallu, vollu nokkadaniki Panodu",neutral
when your friend got job that you told him to attend but not you:,angry
rey donga na kodaka matti kottukoni pothav ra,angry
salute chey ,surprised
aa namaste teesi.....,surprised
Dda: Neeku career lekunda chestha,angry
Rich Me: DADDY TEACHER KODUTHUNDHIII!!,angry
Teacher: Homework cheyaledhu eedhi mee daddy chesthara?,angry
Dad: Enti maa vadine kodathara mee school mooyinchestha ,angry
"When Kidnapper kidnapped me ,and asks money. My reaction",happy
me to my frnd: Arey oka 15 rs recharge chai ra,neutral
frnd : Chesa chud ra,neutral
me : ni pai eega valina delhi ni tagalapetestha mama,neutral
"Rao Ramesh: Nuvvu kooda, naalagey 5 nimisaalu late gaa phone chesaav emo abba!!",surprised
"Sunil: MP gaaru, ee pushpa gaadu, naa bavamaridhini champadhu ante, champesaadu ",surprised
dorikadu ra vadu,angry
next sec me:,angry
when you dont like someone and you got the chance,angry
when you eat home food after long time,happy
